Timestamp,Constituency_No,Party,Sentiment,Platform,Comment
15-12-2024,91,TVK,Positive,Twitter,TVK is gaining in 91
26-10-2024,91,ADMK,Positive,YouTube,ADMK is gaining in 91
02-02-2025,91,Congress,Neutral,Twitter,Congress is neutral in 91
05-10-2024,91,TVK,Negative,Twitter,TVK is facing challenges in 91
31-12-2024,91,DMK,Positive,Twitter,DMK is gaining in 91
20-10-2024,91,DMK,Negative,Twitter,DMK is facing challenges in 91
12-01-2025,91,TVK,Positive,YouTube,TVK is gaining in 91
30-01-2025,91,DMK,Positive,YouTube,DMK is gaining in 91
18-02-2025,91,DMK,Negative,YouTube,DMK is facing challenges in 91
06-02-2025,91,DMK,Neutral,YouTube,DMK is neutral in 91
22-02-2025,91,DMK,Negative,YouTube,DMK is facing challenges in 91
13-10-2024,91,Congress,Negative,YouTube,Congress is facing challenges in 91
25-11-2024,91,Congress,Negative,Twitter,Congress is facing challenges in 91
07-12-2024,91,Congress,Negative,Twitter,Congress is facing challenges in 91
20-02-2025,91,Congress,Negative,Twitter,Congress is facing challenges in 91
24-02-2025,91,Congress,Neutral,YouTube,Congress is neutral in 91
18-10-2024,91,Congress,Negative,Twitter,Congress is facing challenges in 91
06-10-2024,91,BJP,Negative,YouTube,BJP is facing challenges in 91
21-01-2025,91,TVK,Neutral,Twitter,TVK is neutral in 91
30-11-2024,91,DMK,Positive,Twitter,DMK is gaining in 91
12-02-2025,91,DMK,Positive,Twitter,DMK is gaining in 91
20-10-2024,91,ADMK,Negative,Twitter,ADMK is facing challenges in 91
30-10-2024,91,ADMK,Positive,Twitter,ADMK is gaining in 91
07-10-2024,91,Congress,Negative,Twitter,Congress is facing challenges in 91
28-10-2024,91,BJP,Positive,Twitter,BJP is gaining in 91
12-11-2024,91,ADMK,Negative,Twitter,ADMK is facing challenges in 91
02-01-2025,91,Congress,Positive,Twitter,Congress is gaining in 91
25-01-2025,91,TVK,Positive,YouTube,TVK is gaining in 91
12-02-2025,91,TVK,Neutral,YouTube,TVK is neutral in 91
27-02-2025,91,TVK,Positive,YouTube,TVK is gaining in 91
05-01-2025,91,TVK,Positive,Twitter,TVK is gaining in 91
18-01-2025,91,TVK,Neutral,YouTube,TVK is neutral in 91
08-02-2025,91,ADMK,Neutral,Twitter,ADMK is neutral in 91
21-12-2024,91,Congress,Positive,YouTube,Congress is gaining in 91
15-10-2024,91,Congress,Negative,Twitter,Congress is facing challenges in 91
15-11-2024,91,ADMK,Negative,Twitter,ADMK is facing challenges in 91
24-01-2025,91,BJP,Negative,YouTube,BJP is facing challenges in 91
17-10-2024,91,DMK,Neutral,YouTube,DMK is neutral in 91
18-11-2024,91,DMK,Negative,YouTube,DMK is facing challenges in 91
06-11-2024,91,TVK,Positive,Twitter,TVK is gaining in 91
18-11-2024,91,DMK,Negative,YouTube,DMK is facing challenges in 91
20-10-2024,91,TVK,Positive,Twitter,TVK is gaining in 91
30-01-2025,91,TVK,Positive,Twitter,TVK is gaining in 91
18-01-2025,91,Congress,Positive,Twitter,Congress is gaining in 91
13-02-2025,91,BJP,Negative,YouTube,BJP is facing challenges in 91
12-01-2025,91,ADMK,Neutral,YouTube,ADMK is neutral in 91
23-02-2025,91,DMK,Neutral,Twitter,DMK is neutral in 91
02-12-2024,91,ADMK,Negative,YouTube,ADMK is facing challenges in 91
08-12-2024,91,ADMK,Negative,YouTube,ADMK is facing challenges in 91
22-10-2024,91,TVK,Positive,Twitter,TVK is gaining in 91
06-02-2025,91,Congress,Positive,YouTube,Congress is gaining in 91
18-10-2024,91,ADMK,Negative,Twitter,ADMK is facing challenges in 91
07-02-2025,91,BJP,Positive,YouTube,BJP is gaining in 91
16-02-2025,91,BJP,Positive,YouTube,BJP is gaining in 91
07-02-2025,91,ADMK,Negative,Twitter,ADMK is facing challenges in 91
12-10-2024,91,Congress,Negative,Twitter,Congress is facing challenges in 91
03-11-2024,91,Congress,Neutral,YouTube,Congress is neutral in 91
12-10-2024,91,ADMK,Negative,YouTube,ADMK is facing challenges in 91
25-10-2024,91,TVK,Negative,Twitter,TVK is facing challenges in 91
27-10-2024,91,TVK,Positive,YouTube,TVK is gaining in 91
28-01-2025,91,Congress,Positive,Twitter,Congress is gaining in 91
15-01-2025,91,DMK,Neutral,Twitter,DMK is neutral in 91
10-11-2024,91,DMK,Positive,Twitter,DMK is gaining in 91
17-02-2025,91,TVK,Positive,YouTube,TVK is gaining in 91
22-10-2024,91,Congress,Negative,Twitter,Congress is facing challenges in 91
20-11-2024,91,Congress,Negative,YouTube,Congress is facing challenges in 91
21-02-2025,91,DMK,Positive,Twitter,DMK is gaining in 91
26-12-2024,91,DMK,Negative,YouTube,DMK is facing challenges in 91
27-01-2025,91,Congress,Negative,Twitter,Congress is facing challenges in 91
27-01-2025,91,Congress,Negative,Twitter,Congress is facing challenges in 91
18-10-2024,91,DMK,Neutral,YouTube,DMK is neutral in 91
04-02-2025,91,ADMK,Negative,Twitter,ADMK is facing challenges in 91
29-01-2025,91,BJP,Neutral,YouTube,BJP is neutral in 91
12-12-2024,91,Congress,Negative,Twitter,Congress is facing challenges in 91
17-10-2024,91,TVK,Positive,Twitter,TVK is gaining in 91
13-12-2024,91,DMK,Negative,YouTube,DMK is facing challenges in 91
19-01-2025,91,BJP,Positive,Twitter,BJP is gaining in 91
20-10-2024,91,DMK,Negative,Twitter,DMK is facing challenges in 91
08-10-2024,91,Congress,Neutral,YouTube,Congress is neutral in 91
17-02-2025,91,TVK,Positive,YouTube,TVK is gaining in 91
30-01-2025,91,TVK,Negative,Twitter,TVK is facing challenges in 91
31-12-2024,91,DMK,Neutral,YouTube,DMK is neutral in 91
29-11-2024,91,DMK,Negative,Twitter,DMK is facing challenges in 91
23-02-2025,91,ADMK,Negative,YouTube,ADMK is facing challenges in 91
13-11-2024,91,TVK,Positive,Twitter,TVK is gaining in 91
06-02-2025,91,ADMK,Negative,Twitter,ADMK is facing challenges in 91
20-01-2025,91,TVK,Positive,Twitter,TVK is gaining in 91
14-11-2024,91,ADMK,Positive,Twitter,ADMK is gaining in 91
03-11-2024,91,ADMK,Negative,Twitter,ADMK is facing challenges in 91
31-10-2024,91,Congress,Negative,Twitter,Congress is facing challenges in 91
23-02-2025,91,BJP,Neutral,Twitter,BJP is neutral in 91
26-02-2025,91,TVK,Negative,YouTube,TVK is facing challenges in 91
22-12-2024,91,Congress,Negative,Twitter,Congress is facing challenges in 91
07-10-2024,91,Congress,Neutral,Twitter,Congress is neutral in 91
17-01-2025,91,TVK,Positive,Twitter,TVK is gaining in 91
08-10-2024,91,DMK,Positive,Twitter,DMK is gaining in 91
15-01-2025,91,ADMK,Negative,YouTube,ADMK is facing challenges in 91
19-01-2025,91,Congress,Negative,Twitter,Congress is facing challenges in 91
31-12-2024,91,DMK,Positive,YouTube,DMK is gaining in 91
12-12-2024,91,Congress,Negative,Twitter,Congress is facing challenges in 91
18-01-2025,91,TVK,Neutral,Twitter,TVK is neutral in 91
30-11-2024,91,ADMK,Negative,Twitter,ADMK is facing challenges in 91
20-10-2024,91,DMK,Neutral,YouTube,DMK is neutral in 91
03-11-2024,91,TVK,Neutral,Twitter,TVK is neutral in 91
01-02-2025,91,ADMK,Negative,Twitter,ADMK is facing challenges in 91
16-01-2025,91,DMK,Neutral,Twitter,DMK is neutral in 91
20-10-2024,91,Congress,Neutral,YouTube,Congress is neutral in 91
15-02-2025,91,DMK,Negative,YouTube,DMK is facing challenges in 91
13-01-2025,91,ADMK,Negative,Twitter,ADMK is facing challenges in 91
10-12-2024,92,Congress,Negative,YouTube,Congress is facing challenges in 92
12-12-2024,92,DMK,Neutral,Twitter,DMK is neutral in 92
05-02-2025,92,BJP,Negative,YouTube,BJP is facing challenges in 92
07-11-2024,92,TVK,Positive,Twitter,TVK is gaining in 92
22-10-2024,92,BJP,Negative,YouTube,BJP is facing challenges in 92
31-10-2024,92,BJP,Neutral,YouTube,BJP is neutral in 92
22-02-2025,92,TVK,Negative,YouTube,TVK is facing challenges in 92
04-12-2024,92,Congress,Negative,YouTube,Congress is facing challenges in 92
17-10-2024,92,TVK,Negative,YouTube,TVK is facing challenges in 92
08-12-2024,92,BJP,Positive,YouTube,BJP is gaining in 92
02-02-2025,92,BJP,Negative,Twitter,BJP is facing challenges in 92
21-12-2024,92,ADMK,Neutral,Twitter,ADMK is neutral in 92
10-10-2024,92,ADMK,Neutral,Twitter,ADMK is neutral in 92
26-12-2024,92,ADMK,Positive,YouTube,ADMK is gaining in 92
03-01-2025,92,TVK,Neutral,Twitter,TVK is neutral in 92
02-02-2025,92,BJP,Negative,YouTube,BJP is facing challenges in 92
13-11-2024,92,DMK,Neutral,Twitter,DMK is neutral in 92
21-02-2025,92,DMK,Neutral,YouTube,DMK is neutral in 92
30-12-2024,92,Congress,Positive,Twitter,Congress is gaining in 92
13-11-2024,92,Congress,Negative,YouTube,Congress is facing challenges in 92
02-10-2024,92,Congress,Negative,YouTube,Congress is facing challenges in 92
22-01-2025,92,BJP,Neutral,YouTube,BJP is neutral in 92
09-10-2024,92,BJP,Negative,Twitter,BJP is facing challenges in 92
09-12-2024,92,TVK,Positive,Twitter,TVK is gaining in 92
08-02-2025,92,BJP,Neutral,Twitter,BJP is neutral in 92
14-11-2024,92,ADMK,Positive,Twitter,ADMK is gaining in 92
09-01-2025,92,ADMK,Positive,YouTube,ADMK is gaining in 92
15-10-2024,92,TVK,Negative,YouTube,TVK is facing challenges in 92
02-12-2024,92,BJP,Neutral,YouTube,BJP is neutral in 92
07-11-2024,92,DMK,Positive,YouTube,DMK is gaining in 92
23-12-2024,92,Congress,Neutral,Twitter,Congress is neutral in 92
06-01-2025,92,TVK,Negative,YouTube,TVK is facing challenges in 92
06-11-2024,92,BJP,Neutral,YouTube,BJP is neutral in 92
09-02-2025,92,ADMK,Positive,Twitter,ADMK is gaining in 92
24-02-2025,92,BJP,Neutral,YouTube,BJP is neutral in 92
21-02-2025,92,ADMK,Negative,YouTube,ADMK is facing challenges in 92
25-10-2024,92,ADMK,Negative,Twitter,ADMK is facing challenges in 92
26-12-2024,92,ADMK,Positive,Twitter,ADMK is gaining in 92
08-10-2024,92,ADMK,Neutral,YouTube,ADMK is neutral in 92
01-12-2024,92,DMK,Positive,Twitter,DMK is gaining in 92
22-12-2024,92,ADMK,Negative,Twitter,ADMK is facing challenges in 92
17-10-2024,92,BJP,Negative,YouTube,BJP is facing challenges in 92
17-01-2025,92,BJP,Negative,YouTube,BJP is facing challenges in 92
23-02-2025,92,DMK,Positive,YouTube,DMK is gaining in 92
21-01-2025,92,Congress,Negative,YouTube,Congress is facing challenges in 92
09-11-2024,92,Congress,Positive,YouTube,Congress is gaining in 92
12-02-2025,92,DMK,Neutral,YouTube,DMK is neutral in 92
21-02-2025,92,TVK,Neutral,YouTube,TVK is neutral in 92
08-12-2024,92,Congress,Negative,Twitter,Congress is facing challenges in 92
04-01-2025,92,ADMK,Positive,YouTube,ADMK is gaining in 92
25-11-2024,92,ADMK,Neutral,YouTube,ADMK is neutral in 92
27-12-2024,92,Congress,Neutral,YouTube,Congress is neutral in 92
15-10-2024,92,TVK,Positive,YouTube,TVK is gaining in 92
20-02-2025,92,BJP,Negative,Twitter,BJP is facing challenges in 92
08-10-2024,92,Congress,Neutral,YouTube,Congress is neutral in 92
25-12-2024,92,ADMK,Positive,Twitter,ADMK is gaining in 92
19-11-2024,92,TVK,Negative,YouTube,TVK is facing challenges in 92
21-12-2024,92,ADMK,Negative,Twitter,ADMK is facing challenges in 92
12-10-2024,92,DMK,Negative,YouTube,DMK is facing challenges in 92
27-01-2025,92,TVK,Positive,Twitter,TVK is gaining in 92
29-12-2024,92,BJP,Neutral,YouTube,BJP is neutral in 92
15-10-2024,92,Congress,Neutral,Twitter,Congress is neutral in 92
18-10-2024,92,ADMK,Negative,Twitter,ADMK is facing challenges in 92
18-11-2024,92,DMK,Neutral,Twitter,DMK is neutral in 92
26-02-2025,92,ADMK,Positive,YouTube,ADMK is gaining in 92
24-11-2024,92,ADMK,Neutral,Twitter,ADMK is neutral in 92
07-10-2024,92,Congress,Negative,Twitter,Congress is facing challenges in 92
24-10-2024,92,Congress,Negative,YouTube,Congress is facing challenges in 92
10-11-2024,92,TVK,Positive,YouTube,TVK is gaining in 92
05-02-2025,92,ADMK,Positive,YouTube,ADMK is gaining in 92
14-12-2024,92,Congress,Negative,Twitter,Congress is facing challenges in 92
02-10-2024,92,BJP,Positive,YouTube,BJP is gaining in 92
16-01-2025,92,BJP,Negative,YouTube,BJP is facing challenges in 92
07-12-2024,92,Congress,Negative,Twitter,Congress is facing challenges in 92
07-12-2024,92,BJP,Neutral,Twitter,BJP is neutral in 92
24-01-2025,92,Congress,Negative,YouTube,Congress is facing challenges in 92
19-10-2024,92,ADMK,Negative,Twitter,ADMK is facing challenges in 92
09-11-2024,92,DMK,Positive,Twitter,DMK is gaining in 92
17-01-2025,92,ADMK,Neutral,Twitter,ADMK is neutral in 92
06-01-2025,92,DMK,Negative,Twitter,DMK is facing challenges in 92
15-11-2024,92,BJP,Negative,YouTube,BJP is facing challenges in 92
07-10-2024,92,BJP,Negative,Twitter,BJP is facing challenges in 92
23-02-2025,92,ADMK,Neutral,Twitter,ADMK is neutral in 92
12-01-2025,92,DMK,Negative,Twitter,DMK is facing challenges in 92
05-02-2025,92,DMK,Negative,YouTube,DMK is facing challenges in 92
05-01-2025,92,TVK,Neutral,YouTube,TVK is neutral in 92
11-10-2024,92,Congress,Neutral,YouTube,Congress is neutral in 92
28-02-2025,92,Congress,Negative,Twitter,Congress is facing challenges in 92
13-02-2025,92,Congress,Neutral,YouTube,Congress is neutral in 92
18-01-2025,92,DMK,Negative,YouTube,DMK is facing challenges in 92
22-11-2024,92,ADMK,Negative,Twitter,ADMK is facing challenges in 92
10-02-2025,92,TVK,Positive,YouTube,TVK is gaining in 92
31-10-2024,92,BJP,Negative,Twitter,BJP is facing challenges in 92
15-11-2024,92,ADMK,Positive,Twitter,ADMK is gaining in 92
26-11-2024,92,TVK,Neutral,YouTube,TVK is neutral in 92
11-12-2024,92,BJP,Negative,Twitter,BJP is facing challenges in 92
16-02-2025,92,ADMK,Negative,Twitter,ADMK is facing challenges in 92
13-02-2025,92,TVK,Negative,YouTube,TVK is facing challenges in 92
05-11-2024,92,DMK,Negative,Twitter,DMK is facing challenges in 92
07-11-2024,92,DMK,Positive,Twitter,DMK is gaining in 92
07-12-2024,92,DMK,Neutral,Twitter,DMK is neutral in 92
17-12-2024,92,TVK,Neutral,Twitter,TVK is neutral in 92
20-10-2024,92,DMK,Negative,YouTube,DMK is facing challenges in 92
26-10-2024,92,TVK,Positive,Twitter,TVK is gaining in 92
31-12-2024,92,TVK,Positive,Twitter,TVK is gaining in 92
15-10-2024,92,TVK,Negative,Twitter,TVK is facing challenges in 92
13-12-2024,92,BJP,Neutral,YouTube,BJP is neutral in 92
20-11-2024,92,ADMK,Negative,Twitter,ADMK is facing challenges in 92
14-12-2024,92,ADMK,Negative,Twitter,ADMK is facing challenges in 92
27-10-2024,92,BJP,Neutral,Twitter,BJP is neutral in 92
20-02-2025,92,Congress,Neutral,Twitter,Congress is neutral in 92
30-10-2024,92,TVK,Positive,Twitter,TVK is gaining in 92
17-11-2024,92,Congress,Negative,YouTube,Congress is facing challenges in 92
08-02-2025,92,Congress,Negative,YouTube,Congress is facing challenges in 92
28-12-2024,92,ADMK,Negative,Twitter,ADMK is facing challenges in 92
10-10-2024,92,DMK,Negative,Twitter,DMK is facing challenges in 92
16-01-2025,92,Congress,Neutral,Twitter,Congress is neutral in 92
05-02-2025,92,BJP,Negative,Twitter,BJP is facing challenges in 92
06-11-2024,92,TVK,Positive,Twitter,TVK is gaining in 92
14-11-2024,92,Congress,Neutral,Twitter,Congress is neutral in 92
11-02-2025,92,ADMK,Negative,Twitter,ADMK is facing challenges in 92
29-01-2025,92,TVK,Neutral,YouTube,TVK is neutral in 92
25-10-2024,92,TVK,Positive,YouTube,TVK is gaining in 92
12-10-2024,92,ADMK,Positive,Twitter,ADMK is gaining in 92
09-11-2024,92,Congress,Negative,YouTube,Congress is facing challenges in 92
29-11-2024,92,Congress,Negative,YouTube,Congress is facing challenges in 92
28-10-2024,92,DMK,Neutral,Twitter,DMK is neutral in 92
07-12-2024,92,TVK,Negative,YouTube,TVK is facing challenges in 92
25-01-2025,92,ADMK,Negative,YouTube,ADMK is facing challenges in 92
09-02-2025,92,DMK,Negative,YouTube,DMK is facing challenges in 92
14-11-2024,92,TVK,Neutral,YouTube,TVK is neutral in 92
09-01-2025,92,ADMK,Negative,YouTube,ADMK is facing challenges in 92
06-01-2025,92,ADMK,Neutral,YouTube,ADMK is neutral in 92
28-02-2025,92,DMK,Negative,YouTube,DMK is facing challenges in 92
14-12-2024,92,TVK,Neutral,Twitter,TVK is neutral in 92
09-11-2024,92,DMK,Negative,Twitter,DMK is facing challenges in 92
23-12-2024,92,BJP,Negative,YouTube,BJP is facing challenges in 92
12-10-2024,92,ADMK,Negative,YouTube,ADMK is facing challenges in 92
24-10-2024,92,Congress,Negative,Twitter,Congress is facing challenges in 92
17-10-2024,92,ADMK,Negative,YouTube,ADMK is facing challenges in 92
29-10-2024,92,ADMK,Negative,Twitter,ADMK is facing challenges in 92
15-12-2024,92,BJP,Negative,Twitter,BJP is facing challenges in 92
13-11-2024,92,ADMK,Neutral,YouTube,ADMK is neutral in 92
17-11-2024,92,ADMK,Neutral,Twitter,ADMK is neutral in 92
07-01-2025,92,TVK,Neutral,Twitter,TVK is neutral in 92
06-10-2024,92,TVK,Negative,Twitter,TVK is facing challenges in 92
07-12-2024,92,ADMK,Positive,YouTube,ADMK is gaining in 92
04-10-2024,92,DMK,Positive,Twitter,DMK is gaining in 92
22-12-2024,92,DMK,Negative,Twitter,DMK is facing challenges in 92
10-01-2025,92,TVK,Positive,YouTube,TVK is gaining in 92
26-11-2024,92,DMK,Positive,Twitter,DMK is gaining in 92
13-01-2025,92,Congress,Negative,Twitter,Congress is facing challenges in 92
25-11-2024,92,Congress,Negative,YouTube,Congress is facing challenges in 92
06-02-2025,92,TVK,Positive,YouTube,TVK is gaining in 92
26-10-2024,92,BJP,Negative,Twitter,BJP is facing challenges in 92
26-02-2025,92,DMK,Positive,YouTube,DMK is gaining in 92
14-12-2024,92,ADMK,Negative,Twitter,ADMK is facing challenges in 92
17-10-2024,92,Congress,Positive,Twitter,Congress is gaining in 92
13-11-2024,92,ADMK,Negative,YouTube,ADMK is facing challenges in 92
09-10-2024,92,DMK,Negative,YouTube,DMK is facing challenges in 92
06-12-2024,92,Congress,Negative,YouTube,Congress is facing challenges in 92
26-10-2024,92,BJP,Positive,Twitter,BJP is gaining in 92
18-12-2024,92,Congress,Negative,YouTube,Congress is facing challenges in 92
06-12-2024,92,DMK,Negative,Twitter,DMK is facing challenges in 92
16-01-2025,92,TVK,Negative,YouTube,TVK is facing challenges in 92
28-10-2024,92,ADMK,Positive,YouTube,ADMK is gaining in 92
24-12-2024,92,BJP,Negative,Twitter,BJP is facing challenges in 92
16-12-2024,92,ADMK,Positive,YouTube,ADMK is gaining in 92
13-11-2024,92,TVK,Positive,Twitter,TVK is gaining in 92
19-10-2024,92,TVK,Negative,Twitter,TVK is facing challenges in 92
19-10-2024,92,TVK,Positive,Twitter,TVK is gaining in 92
29-10-2024,92,DMK,Neutral,Twitter,DMK is neutral in 92
20-01-2025,92,ADMK,Negative,YouTube,ADMK is facing challenges in 92
21-01-2025,92,Congress,Negative,YouTube,Congress is facing challenges in 92
03-01-2025,92,DMK,Negative,Twitter,DMK is facing challenges in 92
12-02-2025,92,ADMK,Negative,YouTube,ADMK is facing challenges in 92
06-11-2024,92,Congress,Negative,Twitter,Congress is facing challenges in 92
22-10-2024,92,BJP,Negative,Twitter,BJP is facing challenges in 92
06-10-2024,92,TVK,Positive,YouTube,TVK is gaining in 92
23-02-2025,92,TVK,Negative,Twitter,TVK is facing challenges in 92
08-02-2025,92,BJP,Positive,Twitter,BJP is gaining in 92
18-01-2025,92,BJP,Negative,Twitter,BJP is facing challenges in 92
20-02-2025,92,BJP,Negative,YouTube,BJP is facing challenges in 92
24-01-2025,92,DMK,Neutral,Twitter,DMK is neutral in 92
18-11-2024,92,ADMK,Negative,Twitter,ADMK is facing challenges in 92
20-02-2025,92,DMK,Neutral,Twitter,DMK is neutral in 92
22-01-2025,92,TVK,Positive,YouTube,TVK is gaining in 92
31-01-2025,92,Congress,Negative,Twitter,Congress is facing challenges in 92
14-11-2024,92,Congress,Neutral,Twitter,Congress is neutral in 92
03-10-2024,92,TVK,Positive,Twitter,TVK is gaining in 92
09-02-2025,92,TVK,Positive,YouTube,TVK is gaining in 92
06-02-2025,92,TVK,Positive,Twitter,TVK is gaining in 92
10-01-2025,92,Congress,Negative,YouTube,Congress is facing challenges in 92
26-10-2024,92,TVK,Neutral,YouTube,TVK is neutral in 92
02-12-2024,92,DMK,Negative,Twitter,DMK is facing challenges in 92
21-12-2024,92,ADMK,Negative,Twitter,ADMK is facing challenges in 92
11-12-2024,92,Congress,Neutral,YouTube,Congress is neutral in 92
23-02-2025,92,DMK,Neutral,YouTube,DMK is neutral in 92
23-11-2024,92,DMK,Negative,Twitter,DMK is facing challenges in 92
07-10-2024,92,ADMK,Neutral,Twitter,ADMK is neutral in 92
04-11-2024,92,Congress,Neutral,Twitter,Congress is neutral in 92
14-01-2025,92,TVK,Positive,YouTube,TVK is gaining in 92
10-01-2025,93,ADMK,Positive,Twitter,ADMK is gaining in 93
11-01-2025,93,Congress,Negative,Twitter,Congress is facing challenges in 93
11-01-2025,93,Congress,Negative,Twitter,Congress is facing challenges in 93
05-11-2024,93,ADMK,Negative,YouTube,ADMK is facing challenges in 93
20-12-2024,93,ADMK,Negative,Twitter,ADMK is facing challenges in 93
22-11-2024,93,Congress,Negative,YouTube,Congress is facing challenges in 93
10-12-2024,93,TVK,Positive,YouTube,TVK is gaining in 93
15-01-2025,93,ADMK,Negative,YouTube,ADMK is facing challenges in 93
25-10-2024,93,BJP,Positive,YouTube,BJP is gaining in 93
02-12-2024,93,ADMK,Negative,Twitter,ADMK is facing challenges in 93
27-12-2024,93,Congress,Neutral,Twitter,Congress is neutral in 93
21-01-2025,93,Congress,Negative,Twitter,Congress is facing challenges in 93
06-10-2024,93,Congress,Negative,YouTube,Congress is facing challenges in 93
25-12-2024,93,DMK,Neutral,YouTube,DMK is neutral in 93
02-01-2025,93,Congress,Neutral,Twitter,Congress is neutral in 93
14-12-2024,93,TVK,Neutral,Twitter,TVK is neutral in 93
05-01-2025,93,TVK,Positive,YouTube,TVK is gaining in 93
26-10-2024,93,DMK,Positive,Twitter,DMK is gaining in 93
17-02-2025,93,Congress,Negative,Twitter,Congress is facing challenges in 93
14-12-2024,93,TVK,Positive,Twitter,TVK is gaining in 93
18-10-2024,93,TVK,Negative,Twitter,TVK is facing challenges in 93
05-01-2025,93,BJP,Neutral,YouTube,BJP is neutral in 93
16-12-2024,93,ADMK,Positive,YouTube,ADMK is gaining in 93
07-02-2025,93,TVK,Positive,YouTube,TVK is gaining in 93
02-11-2024,93,ADMK,Negative,YouTube,ADMK is facing challenges in 93
18-01-2025,93,DMK,Negative,Twitter,DMK is facing challenges in 93
03-10-2024,93,TVK,Neutral,Twitter,TVK is neutral in 93
28-02-2025,93,DMK,Positive,YouTube,DMK is gaining in 93
01-11-2024,93,Congress,Negative,YouTube,Congress is facing challenges in 93
30-12-2024,93,DMK,Neutral,Twitter,DMK is neutral in 93
11-02-2025,93,BJP,Negative,YouTube,BJP is facing challenges in 93
14-11-2024,93,DMK,Positive,YouTube,DMK is gaining in 93
30-11-2024,93,BJP,Negative,Twitter,BJP is facing challenges in 93
18-12-2024,93,Congress,Neutral,Twitter,Congress is neutral in 93
09-12-2024,93,TVK,Negative,Twitter,TVK is facing challenges in 93
28-11-2024,93,Congress,Negative,Twitter,Congress is facing challenges in 93
04-12-2024,93,BJP,Negative,YouTube,BJP is facing challenges in 93
17-10-2024,93,BJP,Neutral,YouTube,BJP is neutral in 93
27-10-2024,93,Congress,Negative,Twitter,Congress is facing challenges in 93
26-02-2025,93,Congress,Negative,YouTube,Congress is facing challenges in 93
12-01-2025,93,TVK,Positive,YouTube,TVK is gaining in 93
08-10-2024,93,Congress,Negative,Twitter,Congress is facing challenges in 93
24-11-2024,93,Congress,Negative,Twitter,Congress is facing challenges in 93
23-12-2024,93,Congress,Positive,Twitter,Congress is gaining in 93
18-10-2024,93,ADMK,Negative,YouTube,ADMK is facing challenges in 93
02-12-2024,93,BJP,Negative,Twitter,BJP is facing challenges in 93
18-10-2024,93,DMK,Negative,YouTube,DMK is facing challenges in 93
17-10-2024,93,BJP,Positive,Twitter,BJP is gaining in 93
14-11-2024,93,DMK,Positive,Twitter,DMK is gaining in 93
15-12-2024,93,Congress,Neutral,Twitter,Congress is neutral in 93
29-01-2025,93,ADMK,Neutral,YouTube,ADMK is neutral in 93
03-01-2025,93,TVK,Positive,Twitter,TVK is gaining in 93
17-11-2024,93,Congress,Negative,Twitter,Congress is facing challenges in 93
15-01-2025,93,Congress,Negative,Twitter,Congress is facing challenges in 93
24-11-2024,93,BJP,Positive,YouTube,BJP is gaining in 93
01-12-2024,93,DMK,Negative,Twitter,DMK is facing challenges in 93
13-01-2025,93,TVK,Positive,Twitter,TVK is gaining in 93
24-01-2025,93,TVK,Positive,Twitter,TVK is gaining in 93
13-02-2025,93,BJP,Positive,YouTube,BJP is gaining in 93
04-02-2025,93,Congress,Negative,YouTube,Congress is facing challenges in 93
02-10-2024,93,Congress,Positive,Twitter,Congress is gaining in 93
10-01-2025,93,ADMK,Positive,Twitter,ADMK is gaining in 93
26-10-2024,93,ADMK,Negative,YouTube,ADMK is facing challenges in 93
27-12-2024,93,ADMK,Positive,Twitter,ADMK is gaining in 93
16-02-2025,93,ADMK,Neutral,YouTube,ADMK is neutral in 93
16-11-2024,93,BJP,Negative,YouTube,BJP is facing challenges in 93
15-12-2024,93,TVK,Negative,YouTube,TVK is facing challenges in 93
28-11-2024,93,TVK,Positive,YouTube,TVK is gaining in 93
01-02-2025,93,BJP,Neutral,Twitter,BJP is neutral in 93
01-01-2025,93,Congress,Negative,Twitter,Congress is facing challenges in 93
27-10-2024,93,BJP,Negative,YouTube,BJP is facing challenges in 93
19-02-2025,93,DMK,Negative,YouTube,DMK is facing challenges in 93
23-11-2024,93,ADMK,Neutral,Twitter,ADMK is neutral in 93
11-01-2025,93,ADMK,Negative,Twitter,ADMK is facing challenges in 93
09-12-2024,93,ADMK,Negative,Twitter,ADMK is facing challenges in 93
21-11-2024,93,Congress,Negative,YouTube,Congress is facing challenges in 93
22-11-2024,93,DMK,Negative,YouTube,DMK is facing challenges in 93
11-12-2024,93,Congress,Positive,YouTube,Congress is gaining in 93
10-11-2024,93,BJP,Positive,YouTube,BJP is gaining in 93
05-02-2025,93,TVK,Positive,Twitter,TVK is gaining in 93
04-02-2025,93,Congress,Negative,YouTube,Congress is facing challenges in 93
27-02-2025,93,ADMK,Neutral,Twitter,ADMK is neutral in 93
03-10-2024,93,DMK,Negative,YouTube,DMK is facing challenges in 93
08-11-2024,93,BJP,Negative,Twitter,BJP is facing challenges in 93
07-11-2024,93,Congress,Negative,YouTube,Congress is facing challenges in 93
22-10-2024,93,Congress,Positive,YouTube,Congress is gaining in 93
11-01-2025,93,BJP,Positive,YouTube,BJP is gaining in 93
23-02-2025,93,Congress,Negative,YouTube,Congress is facing challenges in 93
05-12-2024,93,TVK,Neutral,YouTube,TVK is neutral in 93
05-10-2024,93,ADMK,Neutral,Twitter,ADMK is neutral in 93
17-10-2024,93,Congress,Neutral,Twitter,Congress is neutral in 93
22-10-2024,93,Congress,Negative,Twitter,Congress is facing challenges in 93
